=== Cenário B ===
gen	avg	max	min	std
0	10922.5031	333056.0423	0.0000	37870.2659
1	23076.6109	974947.7218	0.0000	75988.5261
2	44500.0339	974947.7218	0.0000	119728.3708
3	63221.9947	974947.7218	0.0000	141983.4623
4	88791.3226	974947.7218	0.0000	186619.0409
5	129357.8898	974947.7218	0.0000	227828.3041
6	202003.7625	2165689.5834	0.0000	312590.5743
7	323758.2121	2165689.5834	0.0000	432234.9363
8	479179.7527	2221899.9971	0.0000	510591.3432
9	673552.0594	2221899.9971	0.0000	612984.9732
10	981732.4969	3172200.4066	0.0000	697215.1040
11	1159260.1403	3172200.4066	0.0000	830576.6233
12	1328561.6763	3172200.4066	0.0000	993419.7975
13	1300409.5838	3172200.4066	0.0000	1139390.6241
14	1618960.7023	3448344.0414	0.0000	1171774.1885
15	1675617.4397	3448344.0414	0.0000	1336262.4707
16	2374687.5130	3636532.1090	0.0000	1208546.8363
17	2802150.4147	3636532.1090	0.0000	1010876.6129
18	2700118.6950	3636532.1090	0.0000	1191433.6958
19	2819016.4284	3636532.1090	0.0000	1212748.5951
20	3021583.5565	3636532.1090	0.0000	1149773.5026
21	3021851.4266	3636532.1090	0.0000	1278734.1003
22	3105605.6441	3636532.1090	0.0000	1253670.8489
23	3014621.7740	3658834.3887	0.0000	1348137.3695
24	3181936.0900	3658834.3887	0.0000	1183160.0162
25	3148802.2065	3658834.3887	0.0000	1216502.7142
26	3303310.5392	3658834.3887	0.0000	1037443.8163
27	3178706.0285	3773972.5728	0.0000	1204676.6820
28	3131058.1619	3773972.5728	0.0000	1252828.2632
29	3153255.2538	3811201.8057	0.0000	1243284.6112
30	3038392.0283	3811201.8057	0.0000	1365238.5013
31	3058064.5416	4127303.6549	0.0000	1389893.9153
32	3206970.8889	4249270.2147	0.0000	1324464.3741
33	3089085.8073	4249270.2147	0.0000	1479473.1688
34	3243347.9107	4249270.2147	0.0000	1401082.4323
35	3224821.4698	4654435.8234	0.0000	1506863.6637
36	3342735.5746	4792097.5850	0.0000	1528981.6484
37	3583717.7757	4935456.0730	0.0000	1503031.2039
38	3573894.5219	4935456.0730	0.0000	1721149.1881
39	4054179.2076	4968336.2889	0.0000	1529391.2672
40	4159768.9536	4968336.2889	0.0000	1603466.1443
41	4180955.0859	4968336.2889	0.0000	1716903.1049
42	4295662.6400	4968336.2889	0.0000	1635080.3331
43	4219821.7502	4968336.2889	0.0000	1750112.4764
44	4211510.0604	4999648.6802	0.0000	1749588.0512
45	4120727.1043	5025166.1390	0.0000	1853232.9516
46	4384278.2594	5025166.1390	0.0000	1589428.2573
47	4153724.5177	5025166.1390	0.0000	1827881.6324
48	4172508.1719	5025166.1390	0.0000	1808270.9725
49	4443315.5449	5025166.1390	0.0000	1563946.3325
50	4330874.2569	5025166.1390	0.0000	1702757.3736
51	4171657.4691	5071570.1027	0.0000	1853513.4134
52	4382803.5343	5159768.4055	0.0000	1663138.6530
53	4247167.5283	5159768.4055	0.0000	1788745.6918
54	4318528.8144	5178218.7423	0.0000	1730217.2547
55	4155311.3213	5207127.7419	0.0000	1896622.2419
56	4368131.8650	5207127.7419	0.0000	1751344.5159
57	4239152.3917	5316514.5865	0.0000	1928291.0268
58	4270253.6226	5316514.5865	0.0000	1936615.3450
59	4460250.0886	5316514.5865	0.0000	1795949.9464
60	4406822.8530	5735009.4768	0.0000	1876271.4634
61	4230589.7910	6027464.0140	0.0000	2073455.4530
62	4350384.3843	6027464.0140	0.0000	2017266.9823
63	4296328.9222	6027464.0140	0.0000	2128484.3966
64	3935293.9849	6027464.0140	0.0000	2396998.4567
65	4163191.7387	7338102.4353	0.0000	2430554.9251
66	4774124.9921	7338102.4353	0.0000	2253942.2161
67	5093527.7559	7521538.2944	0.0000	2156807.2880
68	5348056.4479	7521538.2944	0.0000	2101542.4435
69	5508829.7989	7521538.2944	0.0000	2326432.9888
70	5477774.7795	7521538.2944	0.0000	2770753.3240
71	5921569.9506	7521538.2944	0.0000	2757493.6388
72	6352227.8010	7521538.2944	0.0000	2572815.7227
73	6404406.9248	7684514.5085	0.0000	2612538.0323
74	6094893.0613	7789435.3398	0.0000	2922779.4833
75	6295507.7726	7789435.3398	0.0000	2785254.5530
76	6589391.3906	7789435.3398	0.0000	2533724.2365
77	6219260.9259	7956781.0869	0.0000	2948687.5760
78	6550644.1210	7956781.0869	0.0000	2718532.1168
79	6395270.7109	7956781.0869	0.0000	2941215.7404
80	6508116.1767	7956781.0869	0.0000	2949434.0569
81	6827649.8135	8404540.6584	0.0000	2718566.1750
82	6973723.0062	8404540.6584	0.0000	2588886.1671
83	6994577.4690	8404540.6584	0.0000	2606927.6206
84	6802455.3605	8404540.6584	0.0000	2852849.1783
85	6773168.8176	8404540.6584	0.0000	3019941.1971
86	6887795.3885	8404540.6584	0.0000	3090967.4971
87	6873065.6984	8404540.6584	0.0000	3186903.6732
88	6979384.4059	8404540.6584	0.0000	3106104.6484
89	7371079.6282	8405018.0654	0.0000	2688167.1109
90	7077600.9749	8405018.0654	0.0000	3011943.9825
91	7136688.8606	8804404.0536	0.0000	2961229.9136
92	7340016.5027	8804904.4605	0.0000	2781841.1266
93	6934491.0784	8804904.4605	0.0000	3198589.1400
94	7137709.5912	8804904.4605	0.0000	3088457.9814
95	7133985.4848	8804904.4605	0.0000	3195541.6493
96	7378418.8099	8804904.4605	0.0000	3097970.9776
97	7455997.9905	8810060.5941	0.0000	3107289.2032
98	7349475.9397	8810060.5941	0.0000	3225526.8511
99	7473238.5970	8810060.5941	0.0000	3103402.2691
100	7422629.3522	8810060.5941	0.0000	3166884.1659
101	7204172.1594	8824821.0195	0.0000	3385164.9635
102	7471866.8231	8824821.0195	0.0000	3121906.1483
103	7236149.4944	8824821.0195	0.0000	3339618.7983
104	7532244.6257	8824821.0195	0.0000	3060555.8767
105	7571516.6499	8824821.0195	0.0000	3045079.5264
106	7099322.9648	8824821.0195	0.0000	3452826.2814
107	7510521.1724	8824821.0195	0.0000	3127936.7604
108	7713751.6995	8824821.0195	0.0000	2917949.7255
109	7306261.4328	8824821.0195	0.0000	3288400.8117
110	7325166.3683	8824821.0195	0.0000	3286493.5302
111	7312509.4565	8824821.0195	0.0000	3310074.4033
112	7395480.1237	8848083.4578	0.0000	3206765.6564
113	7661977.2695	8848083.4578	0.0000	2942112.8916
114	7505228.6263	8848083.4578	0.0000	3112757.6715
115	7213899.0706	8848083.4578	0.0000	3341666.1343
116	7598072.4180	8848083.4578	0.0000	2998459.5088
117	7350861.2052	8848083.4578	0.0000	3298156.9860
118	7452214.0783	8848083.4578	0.0000	3190292.2665
119	7146627.9872	8848624.1239	0.0000	3442541.0317
120	7227152.5326	8848624.1239	0.0000	3381196.3828
121	7376876.6429	8848624.1239	0.0000	3267519.3084
122	7517027.7717	8848624.1239	0.0000	3119393.9032
123	7657567.1590	8848624.1239	0.0000	3000223.5591
124	7696057.7113	8848624.1239	0.0000	2927063.6168
125	7731532.3501	8848624.1239	0.0000	2914493.2419
126	7111600.2549	8848624.1239	0.0000	3479929.7661
127	7204631.7203	8848624.1239	0.0000	3379138.4201
128	7437429.7146	8848624.1239	0.0000	3186284.9829
129	7873371.9736	8848624.1239	0.0000	2738489.6448
130	7666394.8810	8848624.1239	0.0000	2947003.2329
131	7313758.4879	8848624.1239	0.0000	3316954.1988
132	7428366.0391	8848624.1239	0.0000	3227968.3881
133	7246173.6981	8848624.1239	0.0000	3385459.9737
134	7566337.5675	8848624.1239	0.0000	3074748.8720
135	7489654.5875	8848624.1239	0.0000	3153811.5112
136	7634325.6405	8848624.1239	0.0000	3020071.6912
137	7617949.2369	8848624.1239	0.0000	3038005.9823
138	7451803.7049	8848624.1239	0.0000	3203883.3603
139	7783075.3126	8848624.1239	0.0000	2856720.9715
140	7539041.7593	8848624.1239	0.0000	3099542.8682
141	7490990.2461	8848624.1239	0.0000	3132760.7217
142	7376648.8618	8848624.1239	0.0000	3237945.7102
143	7286049.2377	8848624.1239	0.0000	3344199.9168
144	7453331.2644	8848624.1239	0.0000	3172459.1636
145	7526801.5800	8848624.1239	0.0000	3108710.2759
146	7190148.1402	8848624.1239	0.0000	3409119.5615
147	7489837.6887	8848624.1239	0.0000	3156606.5088
148	7744019.1178	8848624.1239	0.0000	2843269.3711
149	7502172.1949	8848624.1239	0.0000	3165253.2861
150	7526150.3463	8848624.1239	0.0000	3104731.2475
151	7399606.1191	8848624.1239	0.0000	3245075.7454
152	7369483.8165	8848624.1239	0.0000	3272317.8905
153	7620409.3028	8848624.1239	0.0000	3045906.8343
154	7475037.9370	8848624.1239	0.0000	3185588.7570
155	7401883.9787	8871165.8829	0.0000	3248015.7167
156	7438082.7834	8871165.8829	0.0000	3203065.0893
157	7584148.9738	8871165.8829	0.0000	3066595.8800
158	7536261.5868	8871165.8829	0.0000	3136856.6430
159	7524116.4055	8871165.8829	0.0000	3119333.3936
160	7529692.2583	8871165.8829	0.0000	3127776.0880
161	7365834.6505	8871165.8829	0.0000	3299618.6301
162	7363869.2571	8871165.8829	0.0000	3294566.0566
163	7340375.1237	8871165.8829	0.0000	3318748.4932
164	7563753.1189	8871165.8829	0.0000	3115401.8217
165	7456999.0753	8871165.8829	0.0000	3208039.0546
166	7218287.5848	8871165.8829	0.0000	3390648.3058
167	7535974.7931	8871165.8829	0.0000	3144672.5486
168	7339008.6671	8871165.8829	0.0000	3271827.9702
169	7563729.1398	8871165.8829	0.0000	3115587.9832
170	7456586.1631	8871165.8829	0.0000	3208082.7360
171	7365077.0797	8871165.8829	0.0000	3298760.6336
172	7466814.6489	8871165.8829	0.0000	3210699.6983
173	7308338.5548	8877324.9842	0.0000	3317529.7327
174	7184409.8775	8877324.9842	0.0000	3454540.4771
175	7495370.8447	8877324.9842	0.0000	3175554.6729
176	7370486.2932	8877324.9842	0.0000	3279587.0549
177	7240447.0132	8877324.9842	0.0000	3370239.6662
178	7595924.8279	8877324.9842	0.0000	3079819.7324
179	7421088.9156	8877324.9842	0.0000	3260399.2133
180	7632118.1387	8877324.9842	0.0000	3040568.1564
181	7759443.8542	8877324.9842	0.0000	2901291.1271
182	7438891.5685	8877324.9842	0.0000	3233331.8187
183	7473396.4470	8877324.9842	0.0000	3190875.1004
184	7946256.8231	8877324.9842	0.0000	2692951.9672
185	7261841.2568	8877324.9842	0.0000	3383251.4606
186	7596160.5802	8877324.9842	0.0000	3076613.5980
187	7512272.9301	8877324.9842	0.0000	3179247.2644
188	7082474.9023	8877324.9842	0.0000	3526063.1040
189	7367958.2768	8877324.9842	0.0000	3277771.6322
190	7781745.7147	8877324.9842	0.0000	2890177.9939
191	7440244.6209	8877324.9842	0.0000	3253494.7702
192	7351644.1112	8995790.5431	0.0000	3291237.7105
193	7344585.8651	8995790.5431	0.0000	3330643.8761
194	7526449.4382	8995790.5431	0.0000	3167700.7259
195	7456062.6123	8995790.5431	0.0000	3246836.0783
196	7147413.4176	8995790.5431	0.0000	3503655.7611
197	7475866.8331	8995790.5431	0.0000	3285802.8574
198	7614729.4083	8995790.5431	0.0000	3199923.8274
199	7882286.6556	8995790.5431	0.0000	2927600.0001
200	7520514.4094	8995790.5431	0.0000	3282663.4085
201	7553084.5872	8995790.5431	0.0000	3276742.8702
202	7416362.4265	8995790.5431	0.0000	3392140.9989
203	7370982.5215	8995790.5431	0.0000	3419668.6475
204	7918528.0528	8995790.5431	0.0000	2887966.2890
205	7707324.7341	8995790.5431	0.0000	3130569.0724
206	7812105.3655	8995790.5431	0.0000	3019842.6778
207	7704127.8120	8995790.5431	0.0000	3105329.9324
208	7418853.5123	9023201.8573	0.0000	3360696.4042
209	7640327.5452	9023201.8573	0.0000	3160279.1535
210	7804947.4027	9023201.8573	0.0000	3013239.5360
211	8025227.4776	9023201.8573	0.0000	2783132.0655
212	7665359.0780	9023201.8573	0.0000	3193878.2400
213	7642551.1257	9023201.8573	0.0000	3196769.8058
214	7285719.3037	9023201.8573	0.0000	3480973.2043
215	7583808.0510	9062154.8004	0.0000	3293016.3582
216	7972331.4738	9062154.8004	0.0000	2862735.4672
217	7507975.0811	9062154.8004	0.0000	3353366.7751
218	7864196.7025	9062154.8004	0.0000	2980029.2748
219	7527201.6807	9100324.7009	0.0000	3326995.0738
220	7371989.6162	9139615.9723	0.0000	3475120.9360
221	7588525.8630	9139615.9723	0.0000	3308293.4104
222	7385716.8308	9139615.9723	0.0000	3461385.6088
223	7817365.3899	9139615.9723	0.0000	3098949.6545
224	7421577.8192	9139615.9723	0.0000	3471841.5676
225	7816338.6160	9139615.9723	0.0000	3179899.3512
226	7543367.0096	9139615.9723	0.0000	3447523.8774
227	7545271.0746	9139615.9723	0.0000	3414307.9556
228	7487863.9675	9139615.9723	0.0000	3466609.1060
229	7833109.2794	9139615.9723	0.0000	3130033.0039
230	7919078.7826	9139615.9723	0.0000	3070841.6998
231	7800309.0775	9139615.9723	0.0000	3198394.9891
232	7431007.8326	9139615.9723	0.0000	3536174.5458
233	7600483.9725	9139615.9723	0.0000	3350894.8120
234	7542661.4283	9144569.3683	0.0000	3427157.5202
235	7503693.9610	9144569.3683	0.0000	3431124.3643
236	7714025.0539	9144569.3683	0.0000	3279636.7193
237	7939779.5467	9144569.3683	0.0000	3046235.5796
238	7913462.8597	9144569.3683	0.0000	3089687.6710
239	7533009.5051	9280074.3782	0.0000	3421895.2485
240	7555873.2949	9280074.3782	0.0000	3414036.7330
241	7835852.6123	9280074.3782	0.0000	3150520.0367
242	7778809.9736	9280074.3782	0.0000	3249302.4751
243	7563939.0124	9280074.3782	0.0000	3469715.3789
244	7714048.2135	9280074.3782	0.0000	3396252.6395
245	8065477.7131	9280074.3782	0.0000	3103721.5532
246	8125798.5538	9280074.3782	0.0000	3009490.2842
247	7668623.6209	9331679.2366	0.0000	3488475.0676
248	8028174.4403	9331679.2366	0.0000	3151978.9337
249	8191978.1793	9331679.2366	0.0000	2939773.1408
250	7911898.0558	9331679.2366	0.0000	3260262.5284
251	8165407.1238	9331679.2366	0.0000	3005430.2694
252	8006779.8128	9331679.2366	0.0000	3226243.5803
253	7874779.9382	9331679.2366	0.0000	3379965.9708
254	7347060.1087	9331679.2366	0.0000	3784060.1254
255	8007056.2145	9331679.2366	0.0000	3218164.2344
256	7818230.1745	9331679.2366	0.0000	3416658.9259
257	7615627.1779	9331679.2366	0.0000	3560161.9561
258	7747995.3636	9331679.2366	0.0000	3442243.0302
259	7738065.2153	9331679.2366	0.0000	3454913.5656
260	7989377.4245	9331679.2366	0.0000	3247709.2168
261	7892342.0333	9336902.8591	0.0000	3349216.0115
262	8013466.5146	9336902.8591	0.0000	3195506.6195
263	7933970.9625	9375683.6495	0.0000	3281416.0216
264	7863947.7474	9375683.6495	0.0000	3343950.0629
265	8141284.2974	9375683.6495	0.0000	3071763.8937
266	7851322.1762	9375683.6495	0.0000	3412954.9371
267	7969523.7304	9375683.6495	0.0000	3285679.9734
268	8058352.5882	9375683.6495	0.0000	3210332.0981
269	7879235.7288	9375683.6495	0.0000	3363566.7314
270	8133879.0017	9375683.6495	0.0000	3163685.2730
271	7799558.8474	9375683.6495	0.0000	3474581.2345
272	7909254.4966	9375683.6495	0.0000	3370762.0312
273	8091287.4453	9375683.6495	0.0000	3197482.9467
274	8029723.8173	9375683.6495	0.0000	3257917.1372
275	7674117.3384	9375683.6495	0.0000	3566335.4575
276	7800347.9282	9375683.6495	0.0000	3448025.8261
277	8075020.6108	9378738.7628	0.0000	3225597.4922
278	7964155.0741	9378738.7628	0.0000	3321628.6427
279	8048609.0727	9378738.7628	0.0000	3246099.4765
280	8221953.1441	9378738.7628	0.0000	3068548.9410
281	8012815.2838	9378738.7628	0.0000	3291453.3251
282	7894155.1993	9378738.7628	0.0000	3374556.6381
283	8162143.5032	9378738.7628	0.0000	3115760.4730
284	7972655.7106	9378738.7628	0.0000	3315109.7378
285	7820488.6279	9378738.7628	0.0000	3432531.8932
286	7846887.5347	9378738.7628	0.0000	3465621.5336
287	8159533.5381	9378738.7628	0.0000	3134044.7037
288	8070447.0728	9378738.7628	0.0000	3214366.7210
289	7624810.5660	9378738.7628	0.0000	3624842.5026
290	8063943.5341	9378738.7628	0.0000	3204653.6839
291	8048916.1059	9378738.7628	0.0000	3211055.9693
292	8033040.4377	9378738.7628	0.0000	3260425.7612
293	7756591.9785	9378738.7628	0.0000	3510502.2007
294	7860712.1637	9378738.7628	0.0000	3443430.4541
295	7860160.7400	9378738.7628	0.0000	3416147.7272
296	7981091.8192	9378738.7628	0.0000	3323321.0936
297	7640429.7051	9378738.7628	0.0000	3607920.3043
298	8389768.8667	9378738.7628	0.0000	2864610.0532
299	8002306.4119	9378738.7628	0.0000	3285467.5219
