=== Cenário B ===
gen	avg	max	min	std
0	229.7663	12383.0289	0.0000	920.9481
1	513.0593	18209.7587	0.0000	1550.8363
2	972.3214	18209.7587	0.0004	2307.1285
3	1756.5981	28650.4735	0.0000	3650.3366
4	3458.9412	119101.4767	0.0000	10374.0921
5	6516.6961	119101.4767	0.0000	11913.4169
6	9975.3631	121467.2538	0.0194	16852.4705
7	16820.3233	181903.6452	0.0199	25025.7886
8	30774.2325	244400.5915	0.1010	37849.3896
9	52113.5178	244400.5915	0.0111	50131.9190
10	90595.2680	443718.1754	0.0461	72452.4994
11	131662.0767	443718.1754	0.0329	87937.0905
12	177277.5518	443718.1754	2.7646	112642.8655
13	228775.8253	443718.1754	0.0040	132305.7461
14	304110.0729	443718.1754	0.2530	131734.7040
15	341587.7171	549726.8350	1.1505	140500.6668
16	367724.1176	549726.8350	0.9983	147738.6568
17	371923.1246	549726.8350	0.0651	158504.5770
18	389527.5917	549726.8350	0.3715	143213.4245
19	396668.5435	549726.8350	0.1223	140222.2678
20	401454.8440	549726.8350	0.0007	144904.2075
21	390180.8402	574433.3864	0.0685	173850.1888
22	419793.0020	574433.3864	0.0718	173727.1467
23	442941.8788	574433.3864	0.0028	183578.6699
24	456645.3867	574433.3864	0.0070	191168.6695
25	451027.3968	574433.3864	0.0347	194345.6977
26	431487.9375	574433.3864	1.4591	208122.9664
27	429155.7907	574433.3864	0.0080	211419.7245
28	444883.7160	574433.3864	0.3007	211629.7292
29	473069.2721	574433.3864	0.3024	207100.6133
30	487351.0370	613737.4153	0.0659	198380.3848
31	487843.2133	613737.4153	0.1022	201917.0867
32	503889.0915	613737.4153	0.0011	183902.2935
33	487565.4984	613737.4153	0.0544	206527.4323
34	508644.9408	642005.8948	0.0044	195059.1487
35	522103.1562	642005.8948	1.3205	195798.9617
36	510428.9169	642005.8948	0.0076	218284.2755
37	506740.7410	642005.8948	0.0028	222527.6808
38	526275.6701	642005.8948	0.0346	204393.7332
39	529999.4587	642005.8948	0.0007	195406.5408
40	496066.5036	763653.7775	0.0037	224269.2896
41	484022.4365	763653.7775	0.3912	219426.9542
42	484423.3189	763653.7775	0.4638	224597.8227
43	489956.2185	763653.7775	0.0037	235357.1253
44	544827.1400	763653.7775	0.0293	246109.9450
45	565548.9576	763653.7775	0.0421	258905.2888
46	607409.5239	763653.7775	0.0009	270227.7290
47	629206.6989	830584.1435	0.0024	278886.3096
48	645400.9138	830584.1435	0.0961	268034.4149
49	645120.5424	830584.1435	0.1984	264376.4518
50	619297.6415	832633.3757	0.4956	292944.3430
51	637117.5091	832633.3757	0.0036	286721.7834
52	647680.3235	832633.3757	0.0048	279356.0272
53	620508.9696	871124.2111	0.5917	304790.9084
54	668925.5566	871124.2111	0.0112	295903.0927
55	711344.5291	1064422.3922	5.7041	274050.7834
56	724431.5088	1064422.3922	0.0021	290356.9334
57	725169.3957	1064422.3922	0.4763	316649.7232
58	786569.0354	1064422.3922	0.7291	297652.7566
59	792752.6421	1064422.3922	0.0041	362625.1547
60	857406.7375	1064422.3922	0.0118	368699.1212
61	881161.9423	1064422.3922	0.0001	383755.7918
62	890704.2241	1065072.7351	0.0259	382144.0465
63	894276.2350	1065072.7351	0.0033	378922.8854
64	968367.0659	1079636.7088	0.0301	299523.5432
65	913901.5756	1088145.3964	0.0098	363233.1177
66	944277.5583	1322852.3625	1.7493	334159.7592
67	960075.0052	1322852.3625	0.2400	327934.0379
68	953924.6459	1322852.3625	0.0457	367651.7219
69	931659.5024	1322852.3625	0.0545	447190.6407
70	1061621.7673	1358708.6357	0.0140	411123.2522
71	1097799.4806	1358708.6357	0.0913	467774.4368
72	1093391.7913	1471436.8651	0.6331	494927.1234
73	1126337.3469	1471436.8651	0.3207	464969.3725
74	1133442.6739	1471436.8651	1.1452	478463.2847
75	1142714.6122	1471436.8651	0.0456	499595.1123
76	1213085.0910	1570064.7392	0.0107	488811.5159
77	1274133.9829	1570064.7392	0.3793	482897.7901
78	1283672.7791	1570064.7392	3.3341	485795.3281
79	1215830.9906	1570064.7392	0.0011	567352.1819
80	1312867.0042	1570064.7392	0.0068	512167.6170
81	1283005.2008	1570064.7392	0.2642	581638.8472
82	1373196.9341	1593199.3673	0.0639	505232.1768
83	1335292.2741	1593199.3673	0.6765	546365.0053
84	1387521.8256	1671767.8562	0.2660	492069.2648
85	1321548.1070	1671767.8562	0.0298	569101.6471
86	1377249.1968	1671767.8562	0.0011	517553.6004
87	1369828.0581	2530435.3129	0.0331	538196.9228
88	1313398.1060	2530435.3129	0.0002	596721.3869
89	1324051.3775	2530435.3129	0.3570	607143.1187
90	1459941.8209	2530435.3129	0.1313	559772.0426
91	1552764.6683	2619742.8979	0.0801	710824.7628
92	1819182.0796	2619742.8979	3.3081	787062.7646
93	1992731.4560	2619742.8979	7.0090	899417.7570
94	2193353.9112	2619742.8979	0.1199	869770.1503
95	2309069.4803	2953960.6009	0.0000	790601.0699
96	2365423.0572	2953960.6009	0.1166	768777.0114
97	2313541.6477	2953960.6009	1.2218	841675.5099
98	2301890.1022	2953960.6009	0.0004	871985.8782
99	2341615.7872	3012127.8854	0.0077	899603.6558
100	2424078.3295	5050823.0694	0.6916	958239.7433
101	2563588.3310	5050823.0694	0.0830	1025097.6915
102	2615842.1124	5134128.7428	0.0013	1206365.0066
103	2993472.9216	5134128.7428	0.1810	1383459.1541
104	3547646.3707	5134128.7428	0.0177	1649154.6446
105	4098116.1030	5530944.3651	0.6206	1737876.1570
106	4276232.5435	6193019.0821	0.3080	1834533.3899
107	4433270.7751	6953598.4478	0.0008	1779429.3176
108	4430915.0128	6953598.4478	0.0066	1917989.1100
109	4634178.7004	6953598.4478	0.0492	2013681.9484
110	5040322.4016	6953598.4478	0.0001	2205726.7210
111	5582089.7533	7830792.8214	0.0012	2387316.9620
112	5824974.3854	7830792.8214	0.0565	2458813.4586
113	6052047.4772	7830792.8214	1.4319	2338144.6859
114	6186184.8245	7830792.8214	0.8846	2341662.7641
115	6159820.8708	7830792.8214	0.0112	2684881.0748
116	6628962.0557	7830792.8214	3.2063	2484476.1382
117	6644433.7653	7830792.8214	0.0006	2652025.2745
118	6482819.9581	7830792.8214	0.0001	2923514.2166
119	6604599.8816	7830792.8214	0.0028	2818339.4561
120	6602974.4865	7830792.8214	0.0017	2825679.4436
121	6570789.6095	8288539.1980	1.0981	2858202.0450
122	6717085.1438	8288539.1980	0.0024	2728947.7291
123	6572205.8743	8288539.1980	0.0042	2892306.0093
124	6592589.9301	8288539.1980	0.0059	2945636.5864
125	6826325.1029	8288539.1980	0.0394	2957190.8685
126	7136995.2276	8288539.1980	0.3179	2799706.2168
127	7026744.7431	8288539.1980	0.0040	2962516.0306
128	6820354.7152	8288539.1980	0.8103	3124781.3940
129	7219221.3157	8404966.4018	0.0109	2768998.8994
130	6979220.9326	8404966.4018	0.0118	3006736.8466
131	7002772.5453	8404966.4018	0.1673	2968792.8145
132	7235418.2013	8404966.4018	0.1129	2753522.0510
133	6983424.8707	8404966.4018	0.0279	3023752.0025
134	6914431.4360	8404966.4018	0.0062	3142097.9339
135	7016226.3669	8404966.4018	0.1814	3057122.8229
136	7340028.2482	8404966.4018	0.6871	2754599.6295
137	7144125.0479	8404966.4018	1.5352	2988578.5360
138	7224671.6746	8404966.4018	0.3868	2889126.4277
139	7152905.4915	8404966.4018	0.0179	2958565.8296
140	7364319.3840	8404966.4018	0.0011	2730268.5697
141	7275553.6593	8404966.4018	0.0551	2833566.9188
142	6871371.3785	8404966.4018	0.0344	3196009.7033
143	7184726.8787	8404966.4018	0.1410	2944430.9443
144	7020227.0797	8404966.4018	0.4704	3097686.2006
145	7336975.3851	8404966.4018	0.0002	2772621.7637
146	7274634.8668	8404966.4018	0.0388	2826665.4718
147	7053215.9206	8404966.4018	0.0023	3063702.6919
148	7250713.2684	8419816.0342	0.1772	2865654.5035
149	7227952.9466	8419816.0342	1.0324	2886834.4557
150	7169346.2489	8419816.0342	1.6472	2923970.2415
151	7083140.1613	8419816.0342	0.8144	3024881.9017
152	7150654.4974	8419816.0342	0.8226	2982214.9926
153	7121060.3825	8419816.0342	0.0266	3010900.8103
154	7080933.4731	8419816.0342	0.0521	3035819.0608
155	6867382.5770	8419816.0342	0.0006	3242459.2893
156	6995514.8973	8419816.0342	0.0032	3147743.5145
157	6865547.0776	8419816.0342	0.0000	3235383.2252
158	6968515.5497	8419816.0342	0.0386	3135619.8807
159	6978331.8183	8419816.0342	0.0422	3125900.7555
160	6925519.6613	8419816.0342	0.0069	3178535.6433
161	7025832.8697	8419816.0342	0.0076	3107435.2775
162	7070871.0678	8419816.0342	2.7033	3056662.2767
163	7215717.8190	8419816.0342	0.0000	2915718.4777
164	7270600.5568	8419816.0342	0.0061	2855156.3340
165	7099378.6212	8419816.0342	0.0005	3039753.6515
166	7054983.0099	8419816.0342	0.0024	3072675.4123
167	7267544.2645	8419816.0342	1.0039	2873451.4078
168	7271533.7030	8419816.0342	0.0026	2836928.5969
169	7238543.6698	8419816.0342	0.0096	2879129.4674
170	7338584.6493	8419816.0342	0.0508	2775645.6571
171	7160666.4147	8419816.0342	0.2213	2964916.6169
172	7226154.3168	8419816.0342	0.0089	2911450.7726
